#ID,M1,M2,M3,M4,M5,M6,M7,M8
gene-Rpl5,649.85083,588.117676,543.167847,542.036743,489.307337,449.01712,195.398483,409.367981
gene-Rpl4,1696.826172,1484.075317,1309.167236,1346.890991,1280.654297,1161.151245,484.55426,997.196899
gene-Rpl9,940.299927,759.570862,757.683594,689.801758,813.224548,609.288696,341.92807,603.505005
gene-Rpl8,1792.997559,1551.752319,1492.838257,1569.820068,1589.158691,1392.434692,490.06842,1012.361633
gene-Nkpd1,0.043765,0.01588,0,0.030892,0,0,0.044474,0.228612
gene-Mbl1,0.008135,0,0.007198,0,0,0,0,0
gene-Mbl2,0.064755,0,0.042456,0,0.081928,0.084186,0,0
gene-Rfc1,26.106321,26.607018,24.590868,26.720628,24.074425,23.227238,11.324073,20.520452
gene-Rfc2,46.232792,40.926254,46.712925,49.791847,45.616421,48.305218,47.282516,56.468266
gene-Rfc3,39.299793,36.617134,43.179425,48.692528,45.613896,37.705453,22.169588,24.587332
gene-Rfc4,42.174194,34.317352,33.77692,37.541027,36.535179,30.201965,14.190399,23.192293
gene-Rfc5,36.318729,33.607212,34.994976,29.917067,32.218292,30.576775,22.906775,36.646343
gene-LOC100504180-2,0,0,0,0,0,0,0,0
gene-Fbxw26,0,0,0,0,0,0,0,0
gene-Eif2s2,124.639587,113.506454,115.090698,112.718529,112.640251,119.419243,47.924904,69.891693
gene-Gm21188,3.176357,5.132468,7.435744,4.724259,14.153826,14.70192,14.323471,11.915625
gene-Specc1,16.696545,19.533491,16.527706,20.044539,15.83252,15.378718,14.226071,8.941867
gene-Gm21180,0,0,0,0,0,0,0,0
gene-Gm21184,0,0,0,0,0,0,0,0
gene-Gm5767,0,0,0,0,0,0,0,0
gene-Aig1,22.359064,21.966099,27.57419,28.463725,19.576871,22.17083,2.732923,1.591063
gene-Vmn1r249,0,0,0,0,0,0,0,0
gene-Vmn1r248,0,0,0,0,0,0,0,0
gene-Vmn1r245,0,0,0,0,0,0,0,0
gene-Vmn1r244,0,0,0,0,0,0,0,0
gene-Vmn1r247,0,0,0,0,0,0,0,0
gene-Vmn1r246,0,0,0,0,0,0,0,0
gene-Vmn1r241,0,0,0,0,0,0,0,0
gene-Vmn1r240,0,0,0,0,0,0,0,0
gene-Vmn1r243,0,0,0,0,0,0,0,0
gene-Vmn1r242,0,0,0,0,0,0,0,0
gene-Cd248,22.711666,20.21529,18.987505,21.308586,24.501019,28.511623,0.037759,0.015165
gene-Iho1,0,0,0.084392,0.048632,0,0,0.148677,0
gene-Cd247,0.475038,2.851302,1.254255,0.239674,5.83138,6.15397,0.246685,0.318596
gene-Pif1,3.982197,3.36574,5.961762,5.078976,4.13497,3.063365,1.559836,6.305711
gene-Bnip3l,69.538478,65.29691,58.641599,56.791877,43.469132,41.976581,68.812543,52.493089
gene-Gm36176,0,0,0,0,0,0,0,0
gene-Eif4e2,27.646303,27.434994,28.184563,32.647862,36.762764,29.056354,30.701538,32.319702
gene-Eif4e3,8.487904,10.316922,10.480078,8.063987,11.460522,15.496475,11.794228,14.838808
gene-Scml4,0.370431,0.262635,0.331588,0.455805,0.317259,0.579949,0.287432,0.272605
gene-Scml1,0,0,0.045323,0,0,0,0,0
gene-Scml2,0.75735,1.000849,1.019556,0.52993,0.645337,0.626026,0,0.040236
gene-Gm39653,0,0,0,0,0,0,0,0
gene-Arvcf,0.859523,0.758603,0.494226,0.847348,0.526607,0.427556,0.064666,0.099383
gene-Timm22,11.329887,10.448842,12.47831,13.439871,12.463153,11.557512,7.416735,8.615255
gene-Timm23,53.866585,55.663494,55.765968,53.800228,73.144676,60.705654,52.279381,58.906864
gene-Timm21,9.916991,10.360901,10.051954,9.339627,8.632976,8.766766,5.063662,7.265769
gene-Timm29,13.78301,12.988844,14.423098,17.126076,15.578755,15.860646,18.651117,18.022705
gene-Pifo,0,0,0,0,0,0,0,0
gene-Cd24a,1.899059,4.743212,4.606326,3.651513,11.232285,9.165348,278.245331,401.683441
gene-Mcph1,9.01514,7.851851,9.931667,8.512786,9.222831,8.452286,1.869568,3.47575
gene-Ott,0.018596,0,0,0.015537,0,0,0,0
gene-Tgds,11.529527,10.50715,11.007837,10.072611,12.464394,11.24092,9.163949,9.357457
gene-Nkapd1,6.618993,5.809888,6.977955,5.824862,6.742507,7.194716,11.732465,7.332208
gene-Gm7260,0,0,0,0,0,0,0,0
gene-Pnma3-2,0,0,0,0,0,0,0,0
gene-Foxl1,1.742125,1.453611,1.159155,1.369734,0.716347,0.947779,0,0
NewGene_4398,0,0.085247,0.387351,0.203674,0.221169,0,0,0
gene-Foxl2,2.352788,1.812725,1.925695,1.985409,1.761201,1.447504,0,0.020843
gene-Gatd3a,10.014348,10.561285,8.474579,8.295555,10.290668,9.211307,14.053059,22.540592
gene-Dock5,5.607038,5.935643,4.994262,5.286462,5.194701,5.111306,6.859331,11.45881
gene-Dock4,0.894603,1.309463,1.144046,1.272527,2.136576,3.004353,2.280538,4.021063
gene-Dock7,21.521561,21.952134,20.809086,23.516436,16.24985,19.413063,7.749169,5.874662
gene-Dock6,4.73085,4.613079,3.936781,4.205842,3.12123,3.471317,0.989403,0.704638
gene-Dock1,7.942143,7.698947,6.720781,7.15155,6.307358,6.893152,2.744686,6.78624
gene-Dock3,0.018256,0.002878,0.010483,0.031347,0,0.012604,0.109817,0.229497
gene-Dock2,3.567331,6.410312,4.724196,4.318385,12.636492,13.121972,26.772259,46.393168
gene-Dock9,5.160807,5.263042,3.844227,4.72972,4.163961,3.409145,1.432683,0.304901
gene-Dock8,4.077333,5.462916,4.399978,5.431226,8.503781,7.820161,20.21413,36.052996
gene-Dbp,5.598136,7.67602,1.758354,3.144346,2.784417,4.334947,2.28668,0.30909
NewGene_2038,0,0,0.223646,0,0.431436,0.091569,0,0
gene-Dbt,6.223308,5.281565,6.28108,6.351021,6.366884,5.848434,4.426906,6.029744
NewGene_2031,0.085005,0,0,0.63283,0,0,0,0
gene-Mospd2,12.72216,15.647219,12.149596,13.335358,13.417057,14.892054,22.922322,20.699239
gene-Mospd3,7.773214,8.404032,7.43113,7.224325,8.829428,8.951487,13.194081,22.684952
NewGene_2035,2.398297,1.661412,1.717381,2.34663,1.602567,0.906169,0.339548,0
gene-Mospd1,4.907715,5.107269,4.683731,4.866146,6.071163,6.134243,11.058512,10.796947
gene-Gpihbp1,14.96382,19.03125,16.870445,13.966359,13.99589,14.49768,0,0
gene-Dbh,0,0,0,0,0,0,0,0
gene-Dbi,74.947901,68.412102,74.073504,64.78649,70.318777,65.327803,119.80787,219.254321
gene-Gsto1,137.289429,126.874847,110.156525,129.806595,141.843292,136.928528,191.320831,108.206345
gene-Gsto2,2.161744,1.629408,1.991758,1.471771,1.135931,1.452283,0.076827,0.165466
gene-Olfr250,0,0,0,0,0,0,0,0
gene-Olfr251,0,0,0,0,0,0,0,0
gene-Gm4951-2,0.377703,3.045978,6.093567,3.050317,2.599598,5.337084,0.104983,0.073208
gene-Olfr259,0,0,0,0,0,0,0,0
gene-Mgl2,4.986306,1.890452,6.213698,1.82796,1.716981,1.695282,19.534212,263.37184
NewGene_6583,0.203926,0.323245,0.352764,0.456534,0.43816,0.36724,0.169085,1.404806
gene-Gm2012,0,0,0,0,0,0,0,0
gene-Gm2016,0,0,0,0,0,0,0,0
gene-Tcf7l1,3.619553,3.552866,3.623164,3.99976,2.6852,2.096918,0.186279,0.145405
gene-Tcf7l2,4.212622,5.050859,5.361069,4.312597,5.222719,3.591941,2.083769,4.523615
NewGene_6589,0,0,0,0,0,0,0,0.296792
gene-Proser3,3.695201,3.841973,4.39556,3.3512,3.681905,2.627495,1.313473,1.944107
gene-Proser2,0.357681,0.34112,0.098212,0.214117,0.074448,0.227331,0.123116,0.639266
gene-Proser1,4.837539,5.593557,4.439154,4.356997,4.955155,4.846047,10.660832,8.842352
gene-Lats1-2,5.870886,6.789676,5.796412,5.645566,5.791162,5.250537,5.285612,3.391153
gene-Neurl1a,1.519454,1.091267,1.725201,1.787466,1.135165,1.624151,1.156508,0.43374
gene-Neurl1b,5.24858,5.356877,6.534848,5.935116,4.498105,4.323148,0.69172,1.018296
gene-Cyp4f40,0.223354,0.178091,0.207971,0.06462,0.133681,0.050036,0,0.018515
gene-H2ac18,9.208961,5.246508,12.063447,9.273392,9.883429,7.306111,28.180927,8.501897
gene-H2ac19,8.497169,4.900208,1.378249,8.820229,8.517569,7.182798,27.204592,0.561811
gene-H2ac12,1.205003,0.272065,0.064309,0.579488,0.96105,0.423978,0.071067,0.475431
gene-Rtbdn,0.456396,0.56858,0.418604,0.35844,0.372195,0.435717,0,0.032157
gene-H2ac10,0.354288,0.896935,0.61377,1.65984,0.380659,0.138575,0.016001,3.048194
gene-H2ac11,0.595877,0.795406,0.166956,0.386088,2.09331,0.540111,0,2.621924
gene-Card6,1.724915,2.898328,2.03204,2.198426,2.503125,2.324298,2.184857,1.092768
gene-H2ac15,0.255553,0.215319,0.092691,0.376235,0.131816,0.089762,0.044235,0.342973
NewGene_3849,1.104202,1.031697,0.437156,0.37268,0.582171,0.340542,0.160543,0
NewGene_3844,7.325782,7.263145,5.836971,5.565187,7.18784,6.537068,5.181759,5.214065
gene-Tfeb,2.255653,2.901458,1.759757,3.55356,3.775981,4.353662,7.3978,15.528308
gene-Tfec,1.963837,2.98561,4.144196,3.923655,6.642822,6.734289,44.470496,62.714046
NewGene_3841,0,0,0,0,0,0.160374,0,0
gene-Sall2,2.600356,2.447384,2.014569,2.03033,2.153108,2.254858,0.301174,1.735591
gene-Sall3,0,0,0.012095,0,0,0,0.017636,0.127662
gene-Mfap2,3.095507,4.574431,3.461313,1.236139,9.632203,11.248967,0.077669,0
gene-Mfap3,12.558417,12.054228,13.323955,13.620802,12.540184,13.073305,15.26823,12.182627
gene-Mfap4,6.013195,16.796143,10.92147,5.104741,25.13762,32.162023,0,0
gene-Mfap5,12.173986,21.303727,26.942485,11.27721,29.722386,24.116412,0,0
gene-Sall4,0,0,0,0,0,0,0,0
gene-Tfe3,21.877322,22.133062,20.782244,22.260213,25.214084,27.432213,26.898291,32.292239
gene-Msh5,0.249464,0.162436,0.277079,0.114314,0.171092,0.217126,0.060748,0.068787
gene-Msh4,0,0,0,0,0,0,0.070847,0
gene-Pdia2,0,0,0,0.071638,0.034722,0,0,0
gene-Pdia3,263.622589,272.285583,311.904572,289.453491,325.842682,321.51947,224.406921,370.050354
gene-Pdia4,68.458056,70.616281,82.281117,72.294573,82.511174,83.913639,188.006225,128.043342
gene-Pdia5,15.573468,14.087006,18.292986,17.13109,17.189632,18.213951,8.821264,9.040249
gene-Msh3,5.735781,5.338518,5.842839,6.485034,4.457707,4.73429,9.287431,3.480294
gene-Map3k7cl,0.050729,0.393127,0.111152,0,1.05107,0.726344,0,0
gene-A430057M04Rik,0.461234,0.35499,0.18455,0.404034,0.37338,0.295868,0.845276,0.619474
gene-Gamt,5.268819,4.277135,5.736653,4.402222,8.385529,6.636002,1.509789,4.981374
gene-Mc5r,0,0,0,0,0.023722,0.018092,0.027172,0.026334
gene-Mmaa,1.519821,1.22284,1.060403,0.905174,0.833351,0.513909,1.10001,0.343354
gene-Mmab,7.885157,5.705911,4.757013,6.76589,3.930576,4.976378,4.688538,5.892561
gene-Nfe2,0.371213,0.445257,0.505614,1.279933,0.893543,0.76114,33.108191,104.054868
gene-Gm9241,0.060626,0.141046,0.071009,0.054146,0.0242,0.041614,0,0
gene-Gm1096,0,0,0,0,0,0,0,0
gene-Grpel1,17.890234,16.793396,17.478222,18.945669,20.718412,18.851458,22.272642,22.874908
gene-Tbc1d22b,5.949225,7.007909,5.650555,5.989215,6.070142,6.45981,7.639067,8.831901
gene-Tbc1d22a,13.825274,13.533807,12.822115,12.657666,14.19722,14.646646,12.747498,18.054772
gene-Grpel2,9.050788,7.858136,7.75927,7.235875,7.520454,8.081773,12.115157,5.602365
gene-Chchd10,0.91121,1.063857,0.366751,0.924367,1.302921,1.334356,13.081598,15.835499
gene-Fibin,2.314228,3.491495,3.915694,2.308455,7.315406,5.920978,0,0
gene-Aldh2,38.904847,39.06167,36.122306,38.183336,36.652624,40.359974,74.842461,138.359089
gene-Siah1b,6.124315,6.876949,8.85687,8.998584,8.293764,9.157463,2.126001,3.482554
gene-Siah1a,15.659236,15.467452,13.454803,12.756857,9.303326,11.14262,6.418273,5.093411
gene-Zfp169,1.097834,1.34384,1.584165,0.943973,0.80214,0.751992,2.104362,1.3721
gene-Galnt1,98.97935,92.098695,88.606474,83.532727,92.360582,72.551155,31.119317,40.99433
gene-Galnt3,0.210336,0.630774,0.67808,0.518068,1.488639,1.194274,5.435812,11.35713
gene-Galnt2,30.534496,31.576389,32.101177,32.171944,33.129131,32.143997,23.086143,18.684305
gene-Galnt5,0,0.010449,0,0,0.086127,0.125763,0,0.042495
gene-Galnt4,3.464794,3.665531,3.596386,4.071265,4.088138,3.540496,4.199081,2.75583
gene-Galnt7,16.894576,18.624184,15.261627,17.235047,17.406378,16.938748,14.643568,13.850427
gene-Galnt6,1.974807,3.265275,3.179787,2.720914,5.404214,7.327416,25.30364,22.049051
gene-Galnt9,0.095639,0.627332,0.09835,0.163924,0.25505,0.057748,0.545665,5.728339
gene-Ovgp1,1.281461,0.989659,0.917257,0.892453,0.360199,0.707236,0.418657,0.44848
gene-Rlf,13.265279,13.758643,12.085947,12.649598,10.244171,9.513333,15.231691,9.232903
gene-Cypt4,0,0,0,0,0,0,0,0
gene-Cypt2,0,0,0,0,0,0,0,0
gene-Cypt3,0,0,0,0,0,0,0,0
gene-Enah,0.090626,0.378634,0.416489,0.178036,0.788442,0.865721,3.829597,8.170164
gene-Cpsf1,31.263605,29.856831,23.806698,27.49209,23.453424,24.970017,16.593117,30.321486
gene-Cpsf2,20.163112,21.208302,22.388241,26.799141,22.563688,24.486424,16.802262,21.460175
gene-Cpsf3,39.889491,41.765496,37.677814,41.110663,40.646554,40.21363,21.082931,38.787779
gene-Cpsf4,14.35239,14.230995,12.687732,13.638298,15.535905,15.968825,12.396263,20.36645
gene-Cpsf6,21.614682,22.197755,19.569531,16.673396,17.424703,18.277099,17.835234,17.653023
gene-Cpsf7,28.311323,25.378648,26.468811,26.667509,22.187056,21.846174,32.431422,25.759988
gene-Zfp160,3.977518,4.03131,5.811012,5.440979,4.910933,3.432159,6.538402,4.927496
NewGene_5874,0.261229,0.254188,0.265711,0.153332,0.150295,0.173298,1.221345,0.904534
NewGene_5872,0.591043,0.463079,0.164841,0.344699,0.092366,0.466356,0.764796,0.360458
NewGene_5873,0,0,0,0,0,0,0,0.310792
NewGene_5870,0,0,0.091357,0.135669,0,0.300976,0,0
gene-Lsamp,0,0,0,0,0,0,0,0
gene-Idnk,8.917747,10.328916,13.741912,10.436806,15.590597,11.834969,14.05496,12.521381
gene-Mlec,20.703794,21.661518,23.663588,22.319704,26.265976,27.341034,31.621847,90.009262
gene-Smurf1,23.3027,27.838965,23.577789,20.735589,25.443374,23.590327,26.81223,11.014999
gene-Smurf2,17.039522,16.336757,13.836095,13.15734,13.595808,13.765356,8.515844,6.189686
gene-Rsad1,2.756374,3.781766,2.494738,3.051553,2.345307,2.382006,1.019531,0.710988
gene-Prom1,0,0.010981,0.021336,0,0,0.063735,14.122511,12.899207
gene-Whamm,5.861602,5.349859,6.574533,5.854643,4.362173,4.984637,6.841233,6.90174
gene-Sfn,5.543331,3.884939,6.583022,5.634677,4.056911,4.672426,15.865013,4.51125
gene-Tead4,7.506954,8.352692,5.397553,5.773215,6.039101,6.322368,0,0
gene-Ermard,4.206431,3.389546,2.836739,4.28103,4.160026,3.626225,7.263279,3.988226
gene-Tead1,13.209783,13.088851,12.146675,13.373528,9.39747,10.534707,0.048168,0.025082
gene-Tead2,39.57686,35.297493,34.768879,33.200531,28.897304,27.254905,0.130592,0.112811
gene-Tead3,1.401932,1.546086,1.607888,1.069232,1.034163,1.460235,0.024412,0.028076
NewGene_7654,0,0,0,0,0.874757,0,0,0
NewGene_7651,0,0,0,0,0,0.051845,0.491524,0.353932
NewGene_7652,0,0.171615,0.080438,0.05815,0.059664,0.434724,0.724918,1.177335
NewGene_7653,0,0,0,0,0.075374,0,0.260428,0.508653
gene-Olfr137-2,0,0,0,0,0,0,0,0
gene-Sf1,41.589452,33.639196,34.082308,39.967245,39.253435,38.581358,36.643521,35.501953
gene-Perp,0.12524,0.021267,0.049533,0.099364,0.369341,0.503479,2.653979,2.872093
gene-Taar8c,0,0,0,0,0,0,0,0
gene-Taar8b,0,0,0,0,0,0,0,0
gene-Taar8a,0,0,0,0,0,0,0,0
NewGene_1555,0,0.199222,0.601121,0,0.063572,0.467447,0,0
NewGene_1557,0.386602,0.104346,0.236713,0.083567,0.414478,0.731802,1.686748,4.992763
NewGene_1552,0,0,0,0,0.157708,0,0,0
NewGene_1558,0,0,0,0,0,0,0.709404,0
NewGene_6018,0,0,0,0.079002,0.184047,0,0,0
gene-Slc9c1,0,0,0,0,0,0.012279,0,0
NewGene_6015,0.632399,0.822607,0.217772,0,0.541948,0.358723,0,0.205915
NewGene_6016,0.633232,0.263843,0.406324,1.24642,0.360878,0.348591,0,0
NewGene_3023,0,0.12308,0,0.309706,0,0.238787,0,0
NewGene_3021,0,0,0.498889,0.028942,0.248829,1.335858,0,0
NewGene_3020,0,0,0,0,0.186425,0.465085,0,0
NewGene_3026,0,0.383417,0.240103,0,0.583859,0.524305,0,0
NewGene_3024,0,0,0.12064,0,0.172994,0.645753,0,0
gene-Car12,0,0.121581,0.059759,0.015723,0.175643,0.149733,0.18276,0.30489
gene-Car11,0.128016,0.106278,0.049077,0.073976,0.109399,0.051187,0,0
gene-Dpm2,22.63969,22.873402,26.585781,24.867537,28.486128,23.830467,35.580246,28.315166
gene-Dpm3,19.485332,16.956259,16.736283,13.08687,18.687,16.586304,7.080946,9.629795
gene-Dpm1,14.183404,13.053256,14.897435,12.600071,15.45536,15.530079,10.555983,13.768352
gene-Aif1l,6.846076,6.428336,8.170208,7.457552,7.884932,8.578824,1.26745,0
gene-Agap3,24.799042,23.475002,18.965679,21.357709,19.949504,22.084787,20.957221,19.79042
gene-Agap2,0.281093,0.812945,0.205934,0.349243,1.719651,1.608496,4.108279,8.78544
gene-Agap1,7.783443,7.155538,6.387622,6.98436,5.675237,4.810699,1.537821,1.784368
gene-Dgat2,0.913545,0.769756,1.631778,1.918296,2.392457,1.948001,28.258059,32.24625
gene-Tor1aip2,69.115359,59.201936,78.174253,73.193253,57.581873,59.159975,52.405598,30.225413
gene-Tor1aip1,34.332625,30.680745,43.106869,42.094637,37.653793,39.559995,25.825318,29.591229
gene-Dgat1,6.712774,7.557638,5.810827,6.908068,9.644912,9.977173,42.350309,47.868372
gene-Adgrg2,0.008872,0.019444,0.036715,0,0.054685,0,0,0
gene-Adgrg3,0.103479,0.75684,0.238554,0.526297,0.776733,1.072942,59.614849,33.22784
gene-Adgrg1,4.614164,5.961696,5.07998,5.526942,4.883072,5.325139,3.77022,7.384428
gene-Adgrg6,3.332058,4.190365,3.522161,3.519851,2.911482,3.109662,8.878325,2.090367
gene-Adgrg7,0,0,0.02985,0,0.017517,0,0.194095,0.614884
gene-Adgrg4,0,0,0,0,0,0,0,0
gene-Adgrg5,1.027126,0.845015,0.824687,0.751183,2.693837,2.848201,0.52145,4.84227
gene-Uevld,11.685781,11.483462,12.783794,12.009322,9.292538,8.446789,5.392654,5.319988
NewGene_2778,0,0,0,0,0,0,0.342208,0.394512
gene-Msi2-2,1.20044,1.40142,0.530958,0.97746,0.266759,0.107262,0.440568,0.014482
NewGene_2774,0.045933,0,0.03535,0,0.047854,0,0.95229,0
NewGene_2771,0.498068,0.453974,0.45022,0.864747,0.365392,0.444151,0,0
gene-Men1,11.636071,10.26202,9.717986,11.214651,5.551624,8.351387,8.65963,6.585285
gene-Gm1604b,0,0,0,0,0,0,0.335801,1.153035
gene-Gm44805,0,0,0.066747,0,0,0,0,0
NewGene_5094,0.864005,1.579804,0.638769,0.702836,0.331927,0.271759,0,0
NewGene_5095,0.504899,0.34728,0.692352,0.504511,0.242699,0.429419,0,0
gene-Arl6,8.702637,9.314209,10.001469,9.740253,10.615263,9.290795,3.755365,3.700803
gene-Arl1,90.592551,81.000899,86.964136,89.941317,97.539995,88.987479,81.608504,58.419408
gene-Arl2,47.954124,51.200275,42.328178,37.017178,38.259403,37.807449,11.247473,13.713607
gene-Arl3,47.834688,42.71835,45.757366,40.89983,44.071009,33.155916,14.725185,14.029207
gene-Col7a1,5.677337,4.596093,4.815725,5.055555,4.776772,3.79842,0.070846,0.071167
NewGene_5099,0,0,0,0,0,0,0.252246,0
gene-Scgb2b7,0,0,0,0,0,0,0,0
gene-Scgb2b6,0,0,0,0,0,0,0,0
gene-Scgb2b3,0,0,0,0,0,0,0,0
gene-Cygb,1.968043,4.663603,1.980124,1.234902,3.818052,4.772766,0.054571,0
gene-Scgb2b1,0,0,0,0,0,0,0,0
gene-Gm31493,0.08953,0.046605,0.103123,0.265992,0.176534,0.09187,0.211973,0.44154
gene-C1galt1,8.257185,10.252728,9.071057,8.820958,8.610641,9.991738,12.963269,8.120034
NewGene_8641,0.023227,0.00236,0,0,0.313878,0.088245,0.186469,0.316965
gene-Nhlh1,0,0,0,0,0,0.038691,0.116737,0
gene-Col4a2,48.119904,63.231911,42.181183,48.856941,44.572746,49.148132,4.931046,1.075041
gene-Col4a3,0.005476,0,0.004231,0.010756,0.015883,0.014549,0.01319,0.004637
gene-Col4a1,58.71869,70.405724,49.545929,55.133292,54.255748,49.981991,1.187892,0.198423
gene-Col4a6,0,0,0,0,0,0,0,0.012904
gene-Col4a4,0.04739,0.005465,0.004583,0.041601,0,0.022826,0.045896,0.012884
gene-Col4a5,0.857128,0.564159,0.846653,0.646577,0.425022,0.528752,0.013088,0.007438
gene-Dmrta2,1.751726,1.899458,2.272141,2.266523,1.709919,1.994909,0.129657,0.617068
gene-Dmrta1,0,0.014719,0,0,0,0.069694,0,0
NewGene_4325,0,0,0,0,0,0,0.729929,0.129609
NewGene_4324,0,0,0,0,0,0,0.594256,0
NewGene_4327,0,0,0,0.587745,0,0,0,0
NewGene_4326,0.361043,0.199693,0.315469,0.314776,1.037454,0.213703,0,0
NewGene_4321,0.333546,0.161909,0.260414,0.148612,0.276824,0.200927,0.259169,0.795964
NewGene_4320,0.873883,0.124335,0.400695,0.062898,0.051278,0,0,0
gene-Ankrd39,2.1507,2.9669,2.280797,2.573862,2.28241,2.878189,3.243033,3.517009
gene-Ankrd37,22.609833,19.185059,11.519112,11.694309,7.106947,5.114306,8.275166,8.393738
gene-Ankrd36,0,0,0,0,0,0,0.018879,0.076839
gene-Ankrd35,0.122229,0.221477,0.17558,0.154054,0.258365,0.180925,0.135337,0.289153
gene-Ankrd33,0,0,0,0,0,0,0,0
NewGene_4328,0.140992,0.21964,0.703746,0.618126,0,0,0,0.209536
gene-Ankrd31,0,0,0,0,0,0,0,0
gene-Il6st,21.068274,25.332525,21.865843,25.093935,23.595476,24.707697,10.044776,6.322284
gene-D630039A03Rik,0.057657,0.513183,0.251942,0.21639,0.683112,0.472373,1.704092,3.845095
gene-Olfr159-2,0,0,0,0,0,0,0,0
gene-Neil2,0.106823,0.33533,0.268559,0.080018,0.557597,0.357797,0.578887,0.088976
gene-Neil3,15.864922,13.719042,11.420576,12.914761,9.537534,10.348014,5.893923,17.910778
NewGene_6844,0.4379,0.146692,0.967718,0.971245,0.142743,0.464378,0,0
gene-Neil1,2.370322,3.401071,3.007409,2.842434,2.991599,3.8038,10.613604,5.756054
NewGene_6843,0,0,0.86452,0.566599,0,0,0,0
gene-Miga1,0.409118,0.34138,0.537419,0.557379,0.744807,0.620143,4.39398,2.24896
gene-Miga2,4.144526,4.501999,5.51741,4.780416,5.819712,5.080008,2.531881,3.888315
gene-Ttpal,8.910228,8.379037,9.423191,10.310192,9.308422,9.697047,11.984747,8.896619
gene-Phf19,14.399055,13.70235,14.498183,16.360008,12.993406,14.263106,3.448718,7.846669
gene-Phf13,14.13972,11.911426,11.43044,14.252189,11.679336,13.643901,8.495493,4.100987
gene-Phf12,15.923164,16.596699,13.824962,15.95863,14.157987,15.260265,13.964366,17.065387
gene-Phf10,58.023089,54.361906,56.170199,53.90267,50.709081,62.989449,30.058312,41.330841
gene-Gm21843,0,0,0,0,0,0,0,0
gene-Phf14,15.968004,15.555979,13.539393,12.987123,12.56918,13.360265,7.912806,10.535973
gene-Mrps12,22.036715,19.169725,20.664102,21.098028,26.794991,18.408024,27.595258,23.132295
gene-Mrps10,0.968504,17.489862,0,2.980664,17.180642,16.970417,4.744829,7.193127
gene-Mrps11,16.231184,17.543028,18.103315,15.555264,19.952264,17.67368,11.385433,18.153754
gene-Mrps16,33.907093,29.36289,36.65424,32.621281,38.466103,33.073128,22.492342,27.734278
gene-Mrps17,35.510916,35.066414,37.165825,35.786373,35.398852,32.921123,34.011128,29.029852
gene-Mrps14,19.473705,14.815506,16.95433,15.935601,17.526933,15.714743,14.007924,17.125429
gene-Mrps15,46.396721,47.747768,48.498692,44.199177,51.209984,49.294968,27.940229,58.669868
gene-Daam2,0.768847,1.144321,0.889717,0.817757,0.617367,1.203217,0.090452,0.419966
gene-Daam1,9.091017,9.558535,9.685535,9.472842,8.293706,9.009121,6.518088,3.551818
gene-Dbx2,0,0,0.08869,0.062529,0.020833,0.039546,0,0
gene-Dbx1,0,0,0,0,0,0,0,0
gene-Acyp2,2.140842,1.637379,3.556525,1.70531,3.135832,1.885969,0.885033,0.390602
gene-Acyp1,9.693221,9.880744,6.846648,6.04837,7.983377,6.3698,7.708456,9.605077
NewGene_323,0,0,0,0,0,0,0.255801,3.918799
NewGene_320,0,0,0,0,0,0,0,0.397286
gene-Macrod1,11.479416,9.694885,7.208276,9.34647,8.053514,6.136579,0.880338,2.707344
gene-Macrod2,0.088156,0.111053,0.092599,0.010208,0.136113,0.167786,0.345144,0.252517
gene-Olfr1176,0,0,0,0,0,0,0,0
gene-Arrb2-2,19.295423,14.237347,17.672509,14.368856,40.261705,30.028862,67.888949,75.854531
gene-Olfr1170,0,0,0,0,0,0,0,0
gene-Olfr1179,0,0,0,0,0,0,0,0
gene-Olfr1178,0,0,0,0,0,0,0,0
