#ID,M1,M2,M3,M4,M5,M6,M7,M8
gene-Higd1b,0.793025,0.248744,0.075508,0.260994,0.151667,0.39768,0,0
gene-Hspbp1,24.684199,23.358077,27.463741,25.354406,27.679587,26.163999,13.457789,25.706055
gene-Alkbh3,24.409119,22.467803,21.977581,24.944865,20.152531,19.430755,11.716951,17.06758
gene-Alkbh2,3.872611,3.170878,2.955587,3.884935,3.474268,4.721315,4.711735,7.901164
gene-Alkbh1,7.551625,8.95897,7.996754,8.101744,7.80867,7.201206,7.112619,7.681341
gene-Alkbh7,10.349999,7.946732,9.841,8.49622,9.863367,9.157413,11.91308,7.562131
gene-Lrtm2,0,0.027237,0,0,0,0.012641,0,0
gene-Sapcd2,5.959442,4.402397,5.746332,5.20997,3.868554,3.186154,0.515947,4.999982
gene-Alkbh4,3.686469,3.330867,3.785071,3.745667,4.17312,5.281222,8.951237,7.040023
gene-Alkbh8,4.944861,3.647253,4.075454,4.02197,3.736237,3.550375,1.789054,1.337719
gene-Gp1ba-2,0.225436,0.178607,0.162176,0.255681,0.072479,0.138517,0.426405,1.106948
gene-H2aj,15.319754,14.366286,13.372896,11.714676,16.941509,13.977921,15.184667,20.945024
gene-H2aw,8.778712,0.578299,7.230892,1.799445,12.192833,0.100205,0.098816,4.863281
gene-H2ap,0,0,0,0,0,0,0,0
gene-H2ax,60.034756,54.066696,53.090179,60.164684,54.716431,50.034973,21.747675,66.176132
gene-Ess2-2,3.637813,4.265174,0.446686,2.854913,4.333175,4.16742,3.107713,2.310228
gene-Sap25,4.473401,2.655807,4.479506,3.472435,4.381476,2.971892,14.276765,16.624727
gene-Bri3bp,5.284732,5.269677,5.188215,5.647333,5.688089,4.581993,4.857622,15.491571
gene-Gm382,0,0,0,0,0.011625,0,0,0
gene-Noc2l,105.75598,116.764584,89.663978,111.040664,109.482845,108.054679,39.264981,54.48104
gene-Gm2808,0.179979,1.165765,2.175256,2.390327,1.269717,1.363824,0.556868,0.063818
gene-Gm35549,0,0,0,0,0,0,0,0
gene-Gm21190-2,0,0.027759,0,0.012888,0,0,0,0
gene-Bcr,9.994148,10.353766,9.760533,10.118911,8.7727,8.573779,3.155467,4.866128
gene-Lamtor1,43.580704,41.743732,39.515247,41.254501,54.234486,48.123207,92.337265,89.669563
gene-Sass6,5.28714,4.836513,4.942527,5.971243,4.453017,4.420364,3.537283,5.78173
gene-Gzmk,0.301915,1.553061,0.450021,0.090723,4.987524,3.590551,0,0
gene-Gzmm,1.112085,0.909949,0.819811,0.951777,0.965558,0.754119,0.13347,0.206274
gene-Xlr5a-2,0,0,0,0,0,0,0,0
gene-Gzmn,0.312157,0,0,0,0.196702,0,0,0
gene-Gzma,4.232502,21.060711,20.12356,13.318804,49.558876,50.022449,0.269308,0
gene-Gzmc,59.96674,57.332675,64.681459,89.50738,150.02825,133.183373,1.369776,0.135011
gene-Gzmb,23.354723,35.058182,56.028915,40.36628,101.9869,92.571274,4.189752,0.796657
gene-Gzme,20.971071,25.844341,20.280945,33.495522,76.024429,75.249199,0.225949,0
gene-Gzmd,53.107822,60.954983,58.241067,93.667345,171.973469,168.217081,0,0
gene-Gzmg,53.330017,50.61338,42.744457,72.248299,151.749222,147.093689,0,0
gene-Gzmf,68.207977,85.132034,76.731552,114.782478,282.339966,294.591644,0,0
gene-Ireb2,16.099923,17.682376,16.149008,16.314276,15.544242,14.867858,21.102258,18.407536
gene-Erbb4-2,0,0,0,0,0,0,0,0
gene-Prkra,20.545858,16.654265,15.352373,17.445353,16.570569,18.06567,9.270537,9.474018
gene-Lmna,280.326571,265.995271,257.241193,275.207219,242.707913,242.3342,56.851175,27.461795
gene-Sirpa,35.388766,46.434928,46.606042,44.157624,81.582925,101.072955,204.013578,186.89983
gene-Slc6a5,0.006574,0,0,0,0,0,0,0
gene-Mnt,8.697209,8.628336,10.158705,8.303593,8.325827,7.435701,11.764225,9.426955
NewGene_1437,0,0,0,0,0,0,0.318968,0
NewGene_2903,0,0,0,0,0,0,0,0.421009
NewGene_2901,0.142207,0.305388,0.036936,0.052327,0.145018,0.440729,0.765775,0.481599
gene-Psd4,3.514457,5.185426,3.764362,3.236622,7.404611,9.335264,30.489659,41.947942
gene-Psd2,0.086238,0,0.02687,0.058918,0.10029,0.078659,0.017399,0
gene-Psd3,1.461304,1.00469,1.284656,1.258802,1.03878,0.949228,0.94197,0.323147
gene-Mdh1b,0,0,0,0,0,0,0,0
NewGene_2908,0,0,0.311008,0,0,0.112532,0,0
gene-Mn1,0.120525,0.14263,0.08743,0.014733,0.352701,0.191423,0,0.028805
gene-Gm8251,0.010481,0.009127,0.026319,0.003743,0.029714,0.018539,0.071714,0.010659
gene-Gm8256,0,0,0,0,0,0,0,0
gene-Capns1,245.870172,240.601893,201.957703,244.589315,230.489766,249.702954,247.793456,271.066138
gene-Capns2,0.117282,0.561803,0.036837,0.036425,0.21209,0.162428,1.033381,0.700153
gene-Sat1,94.90207,126.884454,116.976417,104.121966,167.601201,168.73523,321.834659,180.507297
NewGene_1438,0.28343,0,0,0.052588,0.080483,0,0.576043,0.15245
gene-Sat2,1.034119,0.887747,0.689245,1.157908,1.191141,1.540469,0.297994,1.143452
gene-Gpbp1,37.994794,38.373632,34.701491,36.649461,35.747647,37.072562,52.781374,29.712345
gene-Sult1d1,0,0,0,0,0,0,0.020212,0.049291
gene-Cecr2,0.010127,0,0,0,0.018699,0,1.14224,0.140907
gene-Opn3,1.254516,1.392716,1.418954,1.556448,1.427487,1.784423,2.736493,4.827003
gene-LOC102637806,0,0,0.125955,0.097115,0.04121,0,0,0
gene-Opn4,0,0,0.045472,0,0,0,0,0
gene-Opn5,0,0,0,0,0,0,0,0
gene-Agpat2,12.960977,11.774388,11.99584,12.498863,14.377839,16.618797,15.059112,45.800395
gene-Agpat3,11.169033,11.167493,10.989683,10.622184,11.685745,11.372463,1.533879,2.426953
NewGene_7995,0,0.381928,0.458419,0.359257,0.328614,0.352804,0,0
gene-Agpat1,10.024758,10.852033,9.805454,10.047129,13.155585,10.297621,7.30583,8.026089
NewGene_7993,2.293989,2.217274,3.48955,3.841334,1.554824,3.271091,0,0
NewGene_7992,0,0,0,0,0,0.318588,0,0.262324
NewGene_7991,0,0.515074,0.155257,0,0.234098,0,0,0
gene-Agpat5,11.624422,10.450618,10.637963,9.81186,11.579138,10.96362,18.797235,19.602894
gene-Olfr136-2,0,0,0,0,0,0,0,0
gene-Ndn,0.734709,0.776215,1.707107,0.699978,3.311682,2.101756,0.02929,0.209417
gene-Gm14548,1.008132,1.354378,1.813381,2.688899,3.723015,3.775581,19.000564,33.033043
gene-Pml,18.491931,17.78121,26.827746,30.177957,20.896708,22.115612,9.518961,12.35659
gene-Olfm4,0.017303,0,0.036594,0,0.143496,0.16457,7.924935,36.900764
gene-Olfm5,0,0,0,0,0,0,0,0
gene-Cbll1,5.433196,5.177956,5.541319,5.109641,5.072695,4.677521,7.686023,6.042958
gene-Olfm1,8.362078,8.139805,9.106466,10.187742,9.242972,11.390982,26.633145,81.318367
gene-Olfm2,0.068777,0.060141,0.086226,0.024031,0.24618,0.265308,0.069269,0.078899
gene-Olfm3,0,0,0,0,0,0,0,0
gene-D10Wsu102e,16.810682,17.658541,15.284135,17.929964,15.812534,15.69512,10.737088,12.477383
gene-Gm10256,0,0,0,0,0,0,0,0
gene-Trim62-2,0,0,0.35166,0.030261,0,0.051549,0.03449,0.066706
gene-Cyp26a1,0,0,0.229574,0.286151,0.197413,0.169518,0.013313,1.143078
gene-Dlx1,2.38023,2.111048,2.347187,2.505601,2.28257,1.620242,0.012058,0
NewGene_6119,0.079111,0,0,0,0.311945,0,0,0
gene-Dlx3,22.486683,22.430502,13.725832,13.794271,13.731685,12.801658,0.310096,0
gene-Dlx2,0,0.062877,0,0.020386,0,0.03891,0,0
gene-Dlx5,0,0.055012,0,0,0.028933,0,0,0
gene-Dlx4,7.540305,6.326855,6.517882,6.974543,5.890379,4.991231,0.053173,0
gene-Dlx6,0,0,0,0,0,0,0,0
NewGene_6110,0.396803,0,0,0,0,0,0,0
NewGene_6111,0.169723,0.456469,0,0.494797,0,0.408954,0,0
NewGene_6112,2.397346,2.969795,1.054843,1.336515,15.869743,12.614581,0.346471,0.049106
gene-2810459M11Rik,0,0,0,0.03027,0,0,0.027068,0.015768
gene-Sult2b1,1.818849,1.634001,1.591533,1.308309,2.078843,3.225703,0.726022,0.305881
NewGene_6116,0,0,0.08637,0,0.251035,0,0,0
NewGene_6117,1.118701,0.709428,1.023807,1.952735,1.273582,0.713364,0.268963,0.607165
gene-Arx,0,0,0,0,0,0,0,0
gene-Xpot,38.867582,36.900066,30.992756,33.213781,31.306962,29.23457,18.623484,18.334666
gene-Rgp1,7.477085,8.757825,6.016911,7.268789,6.907413,7.19517,8.310522,9.877034
NewGene_1766,0.314412,0,0,0,0,0,0,0
NewGene_1765,0,0,0,0,0,0,0,1.334583
gene-Cdk5rap3,17.72902,17.465905,16.792927,16.638961,14.143355,17.890273,10.43981,21.17984
gene-Cdk5rap2,5.962094,5.708895,5.481782,6.227631,4.134828,4.967113,5.021766,3.261126
gene-Cdk5rap1,7.577561,5.727185,6.194268,7.642252,7.040232,5.62429,5.149063,4.010116
gene-Klra23,0,0,0,0,0,0,0,0
gene-Ptpmt1,6.651806,6.965839,6.218431,5.184537,6.44342,5.466258,2.116515,7.962034
gene-Clasrp,11.944618,10.253446,10.207745,9.242779,7.925953,7.926244,11.380667,12.040846
NewGene_3695,0.114289,0.050952,0.220109,0,0.17211,0,0.123384,1.493744
NewGene_3697,0.48536,0.678167,0.282357,0.157057,0.314532,0,0,0.375684
NewGene_3690,0,0,0,0,0,0,0,0.175079
NewGene_3692,15.015562,14.533233,13.984367,14.871822,11.28177,15.106177,25.535496,34.631607
gene-Xpo4,9.52446,9.28813,8.932761,8.608993,8.755574,9.467883,4.754216,4.814538
gene-Xpo5,32.083427,33.116848,32.046326,36.046848,30.925287,33.764931,11.441691,14.137915
gene-Xpo6,20.832785,25.384136,21.567014,24.56934,23.477239,25.970931,26.119654,25.03343
gene-Xpo7,19.981748,19.522991,17.26594,18.890055,16.748456,16.21286,9.168599,10.236923
gene-Xpo1,68.864125,67.245438,67.08135,67.111679,67.40479,58.497451,40.42745,49.898805
gene-Tapt1,13.154681,10.930023,9.656996,10.676091,10.106332,12.339138,27.136257,20.210639
gene-Rimkla,0,0,0,0,0,0,0.035693,0.019372
gene-Olfr376-2,0,0,0,0,0,0,0,0
gene-Nr2c2ap,17.835938,27.531544,18.832631,15.664353,24.469475,16.05711,10.910967,12.462345
gene-Wwox,6.70341,7.601853,4.665542,5.7378,5.761904,7.209691,2.350886,2.94979
gene-Arhgap40,0,0,0,0,0,0,0,0.056029
gene-Arhgap42,2.858671,3.167693,3.668292,3.444485,2.700462,2.539923,0.069996,0.056177
gene-Bpi,0.023152,0,0,0,0,0,0,0
gene-Arhgap44,0.544712,0.693159,0.602304,0.557726,0.695552,0.687129,0,0
gene-Arhgap45,11.147895,15.635208,10.583625,10.571054,21.876625,20.437085,101.540542,106.079929
gene-Rab4a,8.205606,8.36543,7.959594,8.904227,8.987455,7.708581,0.508664,0.114644
gene-Rab4b,21.996229,20.9163,18.339998,19.389059,25.419941,26.930731,37.912262,35.765789
gene-0610040J01Rik,0,0.090407,0.0789,0,0.145895,0.184287,0.413872,0.318415
NewGene_7773,0.312144,0.288903,0.377458,0.375589,1.163789,0.235791,0.180907,0.13805
gene-Arid5b,7.502506,7.330305,6.771625,7.473448,7.046132,7.321075,7.234366,4.00247
gene-Gm30500,0,0,0,0,0,0,0,0
gene-Arid5a,5.384282,5.537625,7.634295,6.854102,5.578866,7.742172,8.280911,5.164049
gene-Lrp12,8.711401,9.72887,9.103204,9.292523,12.739571,14.930743,59.784657,42.475195
gene-Lrp11,3.909524,3.674288,3.459127,3.318812,3.165915,3.113295,1.383616,0.388735
gene-Lrp10,32.121055,36.090681,30.041197,30.939178,41.58337,42.557457,73.764446,56.155527
gene-Rnf112,0,0,0,0,0,0,0,0
gene-Rnf111,9.681112,10.307863,8.739418,8.51221,10.152494,9.376617,17.632476,11.480622
gene-Rab42,0.284054,0.75996,0.729549,1.186702,1.332565,0.90527,0.379029,0.243547
gene-Rab44,0.106375,0.134332,0.476122,0.29125,0.663737,0.599452,19.28627,37.024415
gene-Rnf115,31.476643,32.500122,30.401258,32.168334,32.783572,40.111465,70.008427,47.167078
gene-Rnf114,51.436973,54.056912,62.194107,62.97306,57.774595,62.307157,54.026286,42.274643
NewGene_2127,0.158721,0,0,0,0,0,0,0
NewGene_2126,0.264535,0,0,0,0,0,0,0
NewGene_2121,0.315006,0.221268,0.142448,0.146922,0.204052,0.270573,0,0
NewGene_2123,0,0,0.420593,0.21753,0.061365,0.031825,0,0
gene-Sclt1,11.403424,10.13035,8.4893,11.548651,9.161518,8.790075,3.091395,4.550778
gene-Mybpc2,0,0,0.109538,0.080382,0.280385,0.162552,0,0
gene-Mybpc3,0,0.047045,0.045624,0.030613,0.020401,0.056751,0.375487,0.715806
gene-Mybpc1,0,0,0.042583,0.203099,0.206008,0.275292,0,0
gene-Lrp1b,0,0,0,0,0,0,0,0
gene-Dlk1-2,0.075833,0.125447,0.019593,0.042668,0.038982,0.015653,0,0
gene-Tspoap1,0.038696,0.02707,0.038895,0.027103,0.156583,0.03339,0.415325,3.268226
gene-Ecrg4,0.281873,0.923391,1.13825,0.115252,0.90629,2.79517,0,0.234819
gene-Gm21275,0,0,0,0,0,0,0,0
gene-Plgrkt,15.376337,17.268372,22.572763,16.56956,20.432593,16.875707,44.214096,37.298521
gene-Fam185a,2.339926,2.306719,2.058423,2.785311,2.875694,2.077737,1.368313,2.980325
gene-Tiparp,34.108181,34.048977,28.882145,26.172071,25.243704,27.353796,41.358894,12.019739
gene-Edc4,16.208903,17.956423,14.846245,17.620128,15.20552,14.882375,14.165935,13.38512
gene-Edc3,11.438657,11.734639,11.330022,12.748616,12.595249,12.627021,12.172912,13.65811
gene-Intu,0.656741,0.800107,0.666816,0.693006,0.609833,0.72961,0.333831,0.263774
gene-Suds3,40.989312,38.949277,43.596848,39.390266,44.102429,43.180165,40.814679,37.995674
gene-Tinagl1-2,24.637678,30.259453,23.990297,2.991519,22.152386,21.106363,0.283206,1.148992
NewGene_4400,0.154708,0,0.363483,0.453986,0.469266,0.493942,0.097617,0.454978
NewGene_4405,0,0.323767,0.467532,0.129551,0.246824,0.229986,0,0.140389
NewGene_4407,0.399786,0,0,0.339011,0,0,0,0
NewGene_4408,0.414535,0,0,0.114452,0.149148,0,0.23157,0.101056
gene-Mynn,6.54794,6.185673,6.040425,6.228269,5.424624,5.609332,5.472699,3.565595
gene-F11,0,0,0,0,0,0.013335,0,0
gene-Ctxn2,0,0,0,0,0,0,0,0
gene-Ctxn1,14.30069,11.666132,11.973989,11.598848,10.74037,10.062891,0.257857,0.327453
gene-F12,0.088742,0.040497,0,0.066846,0,0,0.099672,0
NewGene_7774,0,0,0.306843,0,0.191659,0,0.072245,3.350921
gene-Crabp1,34.185459,25.741488,23.625879,32.54187,17.832243,18.255459,0,0
gene-Crabp2,170.635727,151.712479,141.888443,133.277496,97.333504,114.692177,0.088352,0
NewGene_6929,0,0,0,0,0,0,0.471833,0.246512
NewGene_6921,0.036699,0.096699,0.108997,0.300672,0.617772,0.091388,0,0
NewGene_6923,0.499156,0.18219,0.429695,0.230613,0.346123,0.106167,0,0
gene-Gm3404,0,0,0,0,0,0,0,0
gene-Gm3402,0,0,0,0,0,0,0,0
gene-Gm3409,0,0,0,0,0,0,0,0
gene-Rrm2,72.523918,75.205551,75.806183,85.604393,86.542816,92.061783,33.162479,96.741631
gene-Rrm1,87.844925,88.490349,82.307014,90.056671,81.106216,89.793175,33.945713,85.29747
gene-Btnl2-4,0,0.008654,0.009316,0.01413,0,0.009167,0.009518,0.035009
gene-Suv39h2,4.457425,4.322437,4.500967,4.960551,4.608788,4.296972,2.760666,2.561797
gene-Suv39h1,27.339944,26.47074,31.219112,32.520381,30.733954,28.195547,14.336915,30.349985
gene-Ren1-2,0,0,0,0,0,0,0,0
gene-Vmn2r122,0,0,0,0,0,0,0,0
gene-Tex29,0,0,0,0,0,0,0,0
gene-Tex28,0,0,0,0,0,0,0,0
gene-Vmn2r126,0,0,0,0,0,0,0,0
gene-Vmn2r124,0,0,0,0,0,0,0,0
gene-Tex22,0,0,0.030529,0,0,0,0,0
gene-Tex21,0,0,0,0,0,0,0,0
gene-Ezh1,12.163689,14.237375,8.739406,10.436886,9.022912,9.993404,16.675962,9.283054
gene-Ezh2,37.795372,39.607613,35.666069,37.400543,34.696045,34.380548,23.057815,29.135721
gene-Tex24,0,0,0,0,0,0,0,0
gene-Ndufb10,77.446739,68.76339,74.260132,71.391685,82.228661,65.636147,50.853912,90.823624
gene-Ndufb11,67.302047,55.720043,55.456243,53.304325,63.860868,50.662952,38.002148,55.854771
gene-Vmn2r89,0,0,0,0,0,0,0,0
gene-Vmn2r88,0,0,0,0,0,0,0,0
gene-Tma7,51.576111,49.136818,71.484818,51.722336,76.555649,65.636307,79.092613,124.66333
gene-Vmn2r86,0,0,0,0,0,0,0,0
gene-Vmn2r85,0,0,0,0,0,0,0,0
gene-Vmn2r84,0,0.081304,0,0,0,0,0,0.041967
gene-Vmn2r83,0.033151,0,0,0,0,0,0,0
gene-Vmn2r82,0,0,0,0,0,0,0,0
gene-Hnrnpdl,65.128607,54.068831,63.092641,58.769994,58.420033,58.987215,54.905975,58.962892
gene-Vmn2r80,0,0,0,0,0,0,0,0
gene-Shisa9,0.010544,0,0,0,0,0,0,0
gene-Shisa8,0.462518,0.309276,0.50051,0.374213,0.728623,0.298319,0.322281,0.372679
gene-Shisa3,0.038052,0.011874,0,0,0.012603,0.038449,0,0.02775
gene-Shisa2,0.060542,0,0,0.031623,0.105272,0,0.808203,0.306695
gene-Shisa5,98.043247,107.314053,138.309271,127.147532,185.775538,195.697933,91.408447,128.950842
gene-Shisa4,6.773514,4.737248,6.946355,5.144459,4.76031,4.66516,0.562626,0.104441
gene-Shisa7,0,0,0,0,0,0,0,0.007667
gene-Shisa6,0,0,0,0,0.011818,0,0,0
NewGene_8407,0,0,0,0,0,0,0.206424,1.390793
NewGene_8401,0.710783,1.02648,1.390358,1.373173,0.904312,0.386136,0,0
NewGene_8409,0.338116,0.339009,0.380789,0.182582,0.444143,0.75034,0.991436,2.755931
gene-Sema5b,0,0.115831,0,0,0.008426,0.110136,0,0
gene-Olfr486,0,0,0,0,0,0,0,0
gene-Olfr485,0,0,0,0,0,0,0,0
gene-Cby1,15.315729,14.631472,15.443895,20.275866,14.544065,14.217609,10.664473,13.732797
gene-Cby3,0,0,0,0,0,0,0,0
gene-Cby2,0,0,0,0,0,0,0,0
gene-Pea15a,46.114451,43.651519,42.724235,45.593947,52.240132,52.209281,39.787317,48.610547
gene-Rps6kc1,9.287095,7.754376,7.266045,10.047493,8.920874,8.075501,6.791306,6.162224
gene-Efna1,21.467373,20.92487,12.821002,15.562618,16.327112,14.363167,0,0
gene-Efna2,2.762685,2.774958,1.985398,2.261559,2.257056,1.97845,4.98212,0.568946
gene-Efna3,0.522487,0.181035,0.240227,0.573376,0.200181,0.257329,0,0
gene-Efna4,3.619855,2.336974,2.836864,3.723775,2.887169,2.97275,0,0.343796
gene-Efna5,1.864335,1.402767,1.337977,1.427655,1.569285,1.462641,0.017091,0.01769
NewGene_275,0,0,0,0.331577,0,0,0,0
gene-Gm7876,0,0,0,0,0,0,0,0
gene-Tmem8b,1.576182,1.935028,1.08917,1.329631,0.844408,1.08284,0.165855,0.221105
gene-Sh2d7,0,0,0,0,0,0,0,0
gene-Sh2d6,0.149976,0.164985,0.285175,0.344801,0.318535,0,0.083491,0
gene-Sh2d5,1.440722,1.94483,1.497621,1.659161,0.893814,0.820564,1.48928,4.42795
gene-Nrbf2,5.504367,6.282813,0.203408,5.233358,5.848895,5.443447,14.338785,8.920922
gene-Gm20906,0,0,0,0,0,0,0,0
gene-Gm20905,0,0,0,0,0,0,0,0
gene-Gm20903,0,0,0,0,0,0,0,0
gene-Gm20902,0,0,0,0,0,0,0,0
gene-Ggh,25.610688,27.250965,25.361407,23.485113,32.398678,31.451636,86.904311,58.654138
gene-Gm20909,0,0,0,0,0,0,0,0
gene-Gm20908,0,0,0,0,0,0,0,0
gene-AI413582,21.567622,26.731345,26.830147,13.004088,12.485024,12.760333,54.777259,37.081743
gene-Olfr984,0,0,0,0,0,0,0,0
gene-Mtch1,90.228541,79.390057,85.813194,87.279297,97.855629,90.339736,62.635435,80.602843
gene-Mtch2,38.435468,34.503388,38.946497,41.239937,41.39251,40.82787,34.921086,36.735227
gene-Fkbp5-2,19.202394,16.050438,17.838888,24.440557,14.281006,15.082842,6.442315,13.519266
gene-Gcdh,8.811096,9.256249,7.170791,8.214709,9.797236,9.041286,6.165431,8.381714
gene-Tmem80,0.961393,1.484478,1.318733,0.732404,2.002343,1.102939,3.321118,2.929561
gene-Tmem81,3.800103,2.750749,2.533967,2.434047,2.530937,2.703621,3.176952,4.079489
gene-Tmem82,0.078285,0.286837,0.056626,0,0.089617,0.265867,1.856654,1.4186
gene-Tmem88,2.26588,3.160337,1.177369,2.981633,2.819259,1.668014,0.131074,0.150659
gene-Tmem89,0,0,0,0,0,0,0,0
gene-Egr2-2,1.242334,0.074294,1.604071,1.087348,1.321624,2.088991,7.075162,13.438191
gene-Fbh1,18.044777,20.023023,16.643318,17.574126,15.876383,18.635483,21.902144,25.057648
gene-Ms4a14,0.683383,0.711286,0.906222,0.718814,2.826136,3.441525,3.011348,0.360757
gene-Prl3d1,0,0,0,0,0,0,0,0
gene-Ms4a10,0,0,0,0,0,0,0,0
gene-Ms4a13,0,0,0,0,0,0,0,0
gene-Ms4a12,0.025776,0,0,0,0,0.045324,0,0
gene-Trib3,25.992258,22.314758,17.755133,21.9928,16.192892,19.021269,6.382476,7.062415
gene-Trib2,7.606857,6.398446,5.908826,6.115285,3.354926,3.590728,1.37736,0.829437
gene-Trib1,10.980414,13.278738,11.842409,11.926068,14.141877,14.811585,12.930522,4.662172
gene-Ms4a19,0,0,0,0,0,0,0,0
gene-Ms4a18,0,0,0,0,0,0,0,0
gene-Dkk3,2.371009,3.276456,2.926608,2.030721,5.486254,7.064573,0.012646,0.015309
gene-Dkk2,37.53103,34.754224,31.026716,37.309562,22.522659,20.326588,0.089745,0.011945
gene-Dkk1,0,0,0,0,0,0,0.014297,0
gene-Dkk4,0,0,0,0,0,0,0,0
gene-Tnni3k,0,0,0,0,0.104102,0.040805,0,0
gene-Kif21a,1.027143,1.087807,0.850648,1.191499,0.846626,0.926096,0.037613,0.057237
gene-Kif21b,1.658989,2.284503,1.542294,1.905829,2.671664,2.959789,9.687737,10.873123
gene-Tpbgl,0.12543,0.065763,0.093401,0.049746,0.125564,0.122617,0.078176,0.13461
gene-Tsx,0.152371,0.076551,0.511119,0.183693,0.650067,0.270169,0,0
gene-Cercam,9.088465,8.34046,8.835931,9.527157,6.788365,7.911645,4.090163,3.78858
gene-Gm1113,0,0,0,0,0,0,0,0
gene-Gm1110,0,0,0,0,0,0,0,0
gene-Pygo2,26.558161,26.258037,23.916727,26.028466,23.519515,23.660464,26.494745,26.93079
gene-Pygo1,0.077329,0.280699,0.142067,0.21731,0.098139,0.404395,0,0
gene-Tsn,40.363311,34.792866,34.550884,37.168449,36.892403,39.262748,27.821064,31.635733
NewGene_5407,1.590737,1.208503,3.556487,2.151445,2.47275,3.125593,0,0
gene-Zfp524,7.846279,7.710084,5.09803,5.344989,5.534056,5.826259,12.72322,9.694242
gene-Vkorc1,22.928535,17.989703,24.768628,23.386322,27.03349,27.269892,18.440332,15.980061
gene-Zfp526,2.967357,3.27362,2.335743,2.084897,2.147369,2.824982,2.424993,2.338383
gene-Zfp521,0.064782,0.346497,0.015696,0.031818,0.697972,0.447167,0.066915,0.007428
gene-Zfp523,4.481401,5.321779,2.972959,3.501589,3.198256,3.21412,3.775702,4.202145
gene-Adap1,1.995295,2.818998,2.911422,2.310447,5.909392,5.902659,35.931161,36.223496
gene-Ubald1,19.169781,21.74052,21.90443,21.170056,25.202815,24.873477,20.714435,23.103092
gene-Ubald2,36.111076,37.107075,50.426384,37.4907,35.303623,32.478477,26.343506,53.448456
gene-Dctpp1,43.497833,36.217335,41.269627,43.125107,50.486038,42.392406,14.032148,44.470974
gene-Hils1,0.068155,0.089985,0,0.204229,0,0,0,0
gene-Gm21693,0,0,0,0,0,0,0,0
gene-Slc25a33-2,2.910671,2.143929,2.425928,2.521367,3.837143,2.762629,3.019189,1.282023
gene-Slc25a33-3,3.124505,2.239888,2.479849,2.575087,3.919062,3.12237,3.170861,1.350955
gene-Gm21698,0.007914,0.004312,0.050102,0,0.025276,0.018806,0,0
gene-Dhfr,8.315495,7.471161,8.944132,9.166736,7.604993,7.828883,4.594181,5.318272
gene-Gm52606,0,0,0,0.004927,0.006935,0.024261,0,0
NewGene_6135,0.053835,0.052413,0.570193,0.213255,0.333186,0.48824,0.501061,0.368288
gene-1700012B07Rik,0,0,0,0.202647,0,0,0,0
gene-Sars2,5.094741,5.505581,6.049093,7.607445,6.051528,6.889461,3.284657,7.752064
gene-Olfr734,0,0,0,0,0,0,0,0
gene-Rrp12,9.096585,8.756742,10.184619,11.531411,11.354629,12.085232,3.043774,9.976395
gene-Fcnb,0,0,0,0,0,0,13.91912,68.297906
gene-Fcna,9.513767,7.124746,9.503206,6.597907,7.476224,7.898799,0.193807,0.601424
gene-Prrg3,0.316159,0.49627,0.431312,0.224304,0.390241,0.540433,0,0
gene-Prrg2,3.929488,2.645901,2.780713,2.808682,4.9754,6.242486,11.112905,7.092015
gene-Prrg1,6.60376,6.555007,7.816871,5.917986,5.155978,5.472941,0.23124,0.731838
gene-Recql4,5.057014,4.09157,4.553797,5.411806,4.167176,4.817338,1.815764,3.990181
gene-Recql5,5.326089,5.581942,5.204926,4.862547,5.247637,5.376357,6.662031,5.730988
gene-Prrg4,2.73132,3.95826,2.695595,3.028544,1.886109,2.572,2.164457,0.323706
gene-Cdc42bpa,8.140591,7.405997,7.02355,7.307524,5.95576,6.98549,1.948073,1.122988
gene-Cdc42bpb,21.517164,26.402677,21.518313,24.798275,19.790874,21.163595,10.091074,8.075801
gene-Cdc42bpg,0.748181,1.238451,1.301906,1.170461,0.921122,1.125226,1.681832,1.439684
gene-Gm5565,0,0,0,0,0,0,0,0
gene-Ppp4c,64.68198,71.711279,72.063403,61.292926,76.772405,75.044572,82.938808,114.449389
gene-Stat1,82.694911,112.720978,157.947479,126.964228,123.991154,152.19724,36.578531,24.38143
gene-Stat2,22.171967,19.736397,40.756729,34.309116,24.43668,31.396839,22.566954,15.081122
gene-Stat3,25.269592,29.492171,31.854676,32.806857,33.808297,41.398515,75.241445,33.918095
gene-Stat4,1.05101,1.603618,0.955962,0.956096,3.890265,3.986901,64.894159,9.928724
gene-Stat6,45.09995,48.415887,41.45854,44.58992,45.543262,47.165418,61.427903,67.428684
gene-Csf3r,1.320645,2.774071,2.407277,2.978964,8.218554,8.627712,7.864727,20.263312
gene-Ugt1a10,0,0,0,0,0,0,0.038532,0
gene-Repin1,8.011526,8.216232,7.168972,8.145324,5.535507,6.346712,4.212504,1.631231
gene-Mak,0,0.02381,0,0.040789,0.030325,0,0.464899,2.675988
gene-Sycp2l,0,0,0,0,0,0,0.069517,0.175702
gene-Amotl1,11.196813,11.081256,11.178716,10.585749,8.042643,8.05545,0.149966,0.132903
gene-Amotl2,24.694052,24.377825,20.167824,24.702601,20.683897,20.940032,0.403466,1.074188
gene-Mal,0.068562,0.055041,0.122652,0.108889,0,0.051957,0.017418,0
gene-Lrrc37a,0,0,0,0,0,0,0.025728,0
